" H-3 HOUSEHOLDS BY TENURE STATUS, SIZE AND NUMBER OF ROOMS OCCUPIED",,,,,,,,,,
 ANDHRA PRADESH                                              ,      9+      ,"5,200",0,"1,930","1,765",900,370,55,160,20
RURAL,,,,,,,,,,
Total ,,,,,,,,,,
,Total,"84,27,020",145,"48,76,100","24,25,400","6,92,825","2,64,370","85,620","65,980","16,580"
,1-2,"15,14,160",20,"10,37,580","3,59,995","75,510","24,525","7,735","5,905","2,890"
,3-5,"46,96,435",85,"27,52,260","13,65,145","3,68,120","1,30,675","41,255","30,115","8,780"
,6-8,"19,06,365",35,"9,63,765","6,01,735","2,03,455","84,030","27,855","21,215","4,275"
 ,      9+      ,"3,10,060",5,"1,22,495","98,525","45,740","25,140","8,775","8,745",635
Owned ,,,,,,,,,,
,Total,"76,36,140",120,"44,41,345","21,86,170","6,14,590","2,39,080","78,695","60,795","15,345"
,1-2,"13,35,420",10,"9,19,590","3,16,045","64,490","21,060","6,690","4,940","2,595"
,3-5,"42,17,610",70,"24,95,570","12,15,965","3,18,830","1,14,920","36,970","27,220","8,065"
,6-8,"17,86,190",35,"9,08,845","5,60,385","1,87,465","78,725","26,490","20,160","4,085"
 ,      9+      ,"2,96,920",5,"1,17,340","93,775","43,805","24,375","8,545","8,475",600
Rented ,,,,,,,,,,
,Total,"6,63,320",15,"3,54,015","2,08,325","68,455","22,070","6,065","3,480",895
,1-2,"1,48,305",10,"96,290","38,320","9,255","2,845",845,505,235
,3-5,"4,05,110",5,"2,10,305","1,30,750","43,740","13,945","3,780","2,070",515
,6-8,"99,260",0,"43,365","35,325","13,865","4,625","1,235",720,125
 ,      9+      ,"10,645",0,"4,055","3,930","1,595",655,205,185,20
Others ,,,,,,,,,,
,Total,"1,27,560",10,"80,740","30,905","9,780","3,220",860,"1,705",340
,1-2,"30,435",0,"21,700","5,630","1,765",620,200,460,60
,3-5,"73,715",10,"46,385","18,430","5,550","1,810",505,825,200
,6-8,"20,915",0,"11,555","6,025","2,125",680,130,335,65
 ANDHRA PRADESH                                              ,      9+      ,"2,495",0,"1,100",820,340,110,25,85,15
URBAN,,,,,,,,,,
Total ,,,,,,,,,,
,Total,"39,15,695",45,"16,66,830","12,50,695","5,74,755","2,54,720","89,880","74,755","4,015"
,1-2,"5,22,210",0,"2,97,670","1,44,975","47,885","19,275","6,565","5,140",700
,3-5,"22,63,105",25,"9,80,525","7,31,175","3,29,125","1,37,710","47,475","34,940","2,130"
,6-8,"9,43,145",20,"3,41,775","3,17,185","1,59,560","74,775","25,850","23,030",950
 ,      9+      ,"1,87,235",0,"46,860","57,360","38,185","22,960","9,990","11,645",235
Owned ,,,,,,,,,,
,Total,"19,98,375",25,"7,56,525","6,26,505","3,19,325","1,68,590","65,495","60,200","1,710"
,1-2,"2,32,860",0,"1,23,150","65,985","24,000","11,455","4,265","3,780",225
,3-5,"10,74,525",10,"4,21,890","3,40,260","1,68,140","84,520","32,335","26,550",820
,6-8,"5,58,790",15,"1,82,175","1,82,590","99,450","54,015","20,500","19,520",525
 ,      9+      ,"1,32,200",0,"29,310","37,670","27,735","18,600","8,395","10,350",140
Rented ,,,,,,,,,,
,Total,"18,40,800",15,"8,72,260","6,03,945","2,44,505","81,560","23,210","13,065","2,240"
,1-2,"2,77,675",0,"1,67,560","76,355","22,670","7,355","2,135","1,145",455
,3-5,"11,43,925",10,"5,35,855","3,79,605","1,54,715","50,570","14,380","7,505","1,285"
,6-8,"3,66,870",5,"1,52,125","1,29,240","57,230","19,535","5,130","3,195",410
 ,      9+      ,"52,330",0,"16,720","18,745","9,890","4,100","1,565","1,220",90
Others ,,,,,,,,,,
,Total,"76,520",5,"38,045","20,245","10,925","4,570","1,175","1,490",65
,1-2,"11,675",0,"6,960","2,635","1,215",465,165,215,20
,3-5,"44,655",5,"22,780","11,310","6,270","2,620",760,885,25
,6-8,"17,485",0,"7,475","5,355","2,880","1,225",220,315,15
,      9+      ,"2,705",0,830,945,560,260,30,75,5
 TRIPURA,,,,,,,,,,
TOTAL,,,,,,,,,,
Total ,,,,,,,,,,
,Total,"5,24,155","1,372","3,54,878","1,16,574","34,768","10,734","3,027","1,425","1,377"
,1-2,"60,900",495,"52,401","6,293","1,063",206,47,64,331
,3-5,"2,49,538",645,"1,85,823","48,401","10,608","2,483",552,267,759
,6-8,"1,67,453",204,"99,312","47,197","14,720","4,306","1,092",380,242
 ,      9+      ,"46,264",28,"17,342","14,683","8,377","3,739","1,336",714,45
Owned ,,,,,,,,,,
,Total,"4,56,993",706,"2,96,989","1,10,396","33,374","10,516","2,946","1,296",770
,1-2,"40,969",160,"34,579","5,064",824,171,31,33,107
,3-5,"2,14,704",360,"1,55,980","44,980","9,846","2,373",509,211,445
,6-8,"1,56,773",164,"90,368","45,932","14,427","4,268","1,080",352,182
 ,      9+      ,"44,547",22,"16,062","14,420","8,277","3,704","1,326",700,36
Rented ,,,,,,,,,,
,Total,"41,764",483,"34,913","4,746","1,046",172,70,68,266
,1-2,"14,691",275,"13,006","1,048",190,29,15,19,109
,3-5,"21,555",184,"17,786","2,666",610,100,39,31,139
,6-8,"4,847",23,"3,706",860,190,25,12,14,17
 ,      9+      ,671,1,415,172,56,18,4,4,1
Others ,,,,,,,,,,
,Total,"25,398",183,"22,976","1,432",348,46,11,61,341
,1-2,"5,240",60,"4,816",181,49,6,1,12,115
,3-5,"13,279",101,"12,057",755,152,10,4,25,175
,6-8,"5,833",17,"5,238",405,103,13,0,14,43
 ANDHRA PRADESH                                              ,      9+      ,"1,046",5,865,91,44,17,6,10,8
RURAL,,,,,,,,,,
Total ,,,,,,,,,,
,Total,"4,39,101","1,040","3,01,076","96,214","27,756","8,448","2,324",998,"1,245"
,1-2,"48,259",339,"41,797","4,892",738,133,27,37,296
,3-5,"2,05,770",499,"1,55,807","38,524","7,936","1,804",358,168,674
,6-8,"1,45,569",175,"88,049","40,228","12,216","3,508",879,284,230
 ,      9+      ,"39,503",27,"15,423","12,570","6,866","3,003","1,060",509,45
Owned ,,,,,,,,,,
,Total,"3,97,582",615,"2,64,245","93,216","27,172","8,375","2,293",920,746
,1-2,"36,373",135,"31,023","4,303",650,119,23,19,101
,3-5,"1,85,139",312,"1,37,449","37,022","7,662","1,786",340,138,430
,6-8,"1,37,845",147,"81,347","39,490","12,052","3,493",876,261,179
 ,      9+      ,"38,225",21,"14,426","12,401","6,808","2,977","1,054",502,36
Rented ,,,,,,,,,,
,Total,"18,076",243,"15,455","1,826",295,38,20,30,169
,1-2,"7,059",145,"6,317",450,44,10,3,7,83
,3-5,"8,392",86,"7,156",887,150,12,14,12,75
,6-8,"2,287",11,"1,776",395,77,6,3,9,10
 ,      9+      ,338,1,206,94,24,10,0,2,1
Others ,,,,,,,,,,
,Total,"23,443",182,"21,376","1,172",289,35,11,48,330
,1-2,"4,827",59,"4,457",139,44,4,1,11,112
,3-5,"12,239",101,"11,202",615,124,6,4,18,169
,6-8,"5,437",17,"4,926",343,87,9,0,14,41
 ANDHRA PRADESH                                              ,      9+      ,940,5,791,75,34,16,6,5,8
URBAN,,,,,,,,,,
Total ,,,,,,,,,,
,Total,"85,054",332,"53,802","20,360","7,012","2,286",703,427,132
,1-2,"12,641",156,"10,604","1,401",325,73,20,27,35
,3-5,"43,768",146,"30,016","9,877","2,672",679,194,99,85
,6-8,"21,884",29,"11,263","6,969","2,504",798,213,96,12
 ,      9+      ,"6,761",1,"1,919","2,113","1,511",736,276,205,0
Owned ,,,,,,,,,,
,Total,"59,411",91,"32,744","17,180","6,202","2,141",653,376,24
,1-2,"4,596",25,"3,556",761,174,52,8,14,6
,3-5,"29,565",48,"18,531","7,958","2,184",587,169,73,15
,6-8,"18,928",17,"9,021","6,442","2,375",775,204,91,3
 ,      9+      ,"6,322",1,"1,636","2,019","1,469",727,272,198,0
Rented ,,,,,,,,,,
,Total,"23,688",240,"19,458","2,920",751,134,50,38,97
,1-2,"7,632",130,"6,689",598,146,19,12,12,26
,3-5,"13,163",98,"10,630","1,779",460,88,25,19,64
,6-8,"2,560",12,"1,930",465,113,19,9,5,7
 ,      9+      ,333,0,209,78,32,8,4,2,0
Others ,,,,,,,,,,
,Total,"1,955",1,"1,600",260,59,11,0,13,11
,1-2,413,1,359,42,5,2,0,1,3
,3-5,"1,040",0,855,140,28,4,0,7,6
,6-8,396,0,312,62,16,4,0,0,2
,      9+      ,106,0,74,16,10,1,0,5,0
 UTTAR PRADESH,,,,,,,,,,
TOTAL,,,,,,,,,,
Total ,,,,,,,,,,
,Total,"2,24,09,020","12,745","60,07,845","73,12,215","40,80,535","22,66,660","12,10,835","14,28,850","89,335"
,1-2,"24,88,735","1,640","11,53,715","7,96,475","2,83,340","1,19,585","49,520","61,280","23,180"
,3-5,"77,34,660","4,660","25,18,000","28,06,870","12,80,075","5,91,770","2,47,745","2,44,555","40,985"
,6-8,"75,64,165","3,840","17,68,260","25,78,150","15,36,970","8,37,000","4,13,330","4,11,745","14,870"
 ,      9+      ,"46,21,460","2,605","5,67,870","11,30,720","9,80,150","7,18,305","5,00,240","7,11,270","10,300"
Owned ,,,,,,,,,,
,Total,"2,10,04,120","8,780","53,86,770","68,44,445","39,37,535","22,16,705","11,92,135","13,45,545","72,205"
,1-2,"21,96,975","1,140","9,79,325","7,20,875","2,64,540","1,13,375","47,165","50,825","19,730"
,3-5,"71,16,275","3,115","22,52,100","25,92,625","12,12,610","5,69,435","2,40,090","2,15,940","30,360"
,6-8,"71,94,085","2,585","16,24,165","24,41,985","14,96,200","8,23,010","4,08,140","3,84,950","13,050"
 ,      9+      ,"44,96,785","1,940","5,31,180","10,88,960","9,64,185","7,10,885","4,96,740","6,93,830","9,065"
Rented ,,,,,,,,,,
,Total,"11,68,735","3,010","5,34,205","4,10,275","1,19,090","41,110","15,140","30,360","15,545"
,1-2,"2,35,275",400,"1,44,340","62,900","14,560","4,530","1,780","3,790","2,975"
,3-5,"5,27,760","1,230","2,32,030","1,89,940","57,960","18,795","6,395","11,275","10,135"
,6-8,"3,07,000",930,"1,25,765","1,20,220","33,900","11,745","4,155","8,850","1,435"
 ,      9+      ,"98,700",450,"32,070","37,215","12,670","6,040","2,810","6,445","1,000"
Others ,,,,,,,,,,
,Total,"2,36,165",955,"86,870","57,495","23,910","8,845","3,560","52,945","1,585"
,1-2,"56,485",100,"30,050","12,700","4,240","1,680",575,"6,665",475
,3-5,"90,625",315,"33,870","24,305","9,505","3,540","1,260","17,340",490
,6-8,"63,080",325,"18,330","15,945","6,870","2,245","1,035","17,945",385
 ANDHRA PRADESH                                              ,      9+      ,"25,975",215,"4,620","4,545","3,295","1,380",690,"10,995",235
RURAL,,,,,,,,,,
Total ,,,,,,,,,,
,Total,"1,80,92,360","8,440","45,63,810","58,85,010","34,16,510","19,02,910","10,47,620","11,98,520","69,540"
,1-2,"20,00,665","1,030","8,90,725","6,57,425","2,39,990","1,01,735","41,605","48,780","19,375"
,3-5,"61,83,685","2,920","19,29,690","22,65,325","10,60,690","4,91,090","2,08,340","1,96,130","29,500"
,6-8,"61,49,365","2,560","13,34,035","20,81,200","13,03,740","7,10,245","3,60,095","3,45,145","12,345"
 ,      9+      ,"37,58,645","1,930","4,09,360","8,81,060","8,12,090","5,99,840","4,37,580","6,08,465","8,320"
Owned ,,,,,,,,,,
,Total,"1,77,57,870","7,350","44,44,405","57,81,630","33,79,110","18,89,110","10,41,535","11,46,910","67,820"
,1-2,"19,06,180",905,"8,42,615","6,29,605","2,32,370","98,920","40,630","42,275","18,860"
,3-5,"60,53,935","2,560","18,84,645","22,21,840","10,44,895","4,85,550","2,06,200","1,79,230","29,015"
,6-8,"60,68,860","2,200","13,12,985","20,55,700","12,93,510","7,06,590","3,58,300","3,27,695","11,880"
 ,      9+      ,"37,28,895","1,685","4,04,160","8,74,485","8,08,335","5,98,050","4,36,405","5,97,710","8,065"
Rented ,,,,,,,,,,
,Total,"2,06,505",725,"81,545","75,970","23,625","8,715","3,765","11,520",640
,1-2,"62,620",95,"33,235","20,300","4,915","1,720",580,"1,555",220
,3-5,"84,895",275,"31,460","32,960","10,855","3,740","1,400","4,045",160
,6-8,"45,490",215,"13,635","18,285","6,135","2,325","1,125","3,585",185
 ,      9+      ,"13,500",140,"3,215","4,425","1,720",930,660,"2,335",75
Others ,,,,,,,,,,
,Total,"1,27,985",365,"37,860","27,410","13,775","5,085","2,320","40,090","1,080"
,1-2,"31,865",30,"14,875","7,520","2,705","1,095",395,"4,950",295
,3-5,"44,855",85,"13,585","10,525","4,940","1,800",740,"12,855",325
,6-8,"35,015",145,"7,415","7,215","4,095","1,330",670,"13,865",280
 ANDHRA PRADESH                                              ,      9+      ,"16,250",105,"1,985","2,150","2,035",860,515,"8,420",180
URBAN,,,,,,,,,,
Total ,,,,,,,,,,
,Total,"43,16,660","4,305","14,44,035","14,27,205","6,64,025","3,63,750","1,63,215","2,30,330","19,795"
,1-2,"4,88,070",610,"2,62,990","1,39,050","43,350","17,850","7,915","12,500","3,805"
,3-5,"15,50,975","1,740","5,88,310","5,41,545","2,19,385","1,00,680","39,405","48,425","11,485"
,6-8,"14,14,800","1,280","4,34,225","4,96,950","2,33,230","1,26,755","53,235","66,600","2,525"
 ,      9+      ,"8,62,815",675,"1,58,510","2,49,660","1,68,060","1,18,465","62,660","1,02,805","1,980"
Owned ,,,,,,,,,,
,Total,"32,46,250","1,430","9,42,365","10,62,815","5,58,425","3,27,595","1,50,600","1,98,635","4,385"
,1-2,"2,90,795",235,"1,36,710","91,270","32,170","14,455","6,535","8,550",870
,3-5,"10,62,340",555,"3,67,455","3,70,785","1,67,715","83,885","33,890","36,710","1,345"
,6-8,"11,25,225",385,"3,11,180","3,86,285","2,02,690","1,16,420","49,840","57,255","1,170"
 ,      9+      ,"7,67,890",255,"1,27,020","2,14,475","1,55,850","1,12,835","60,335","96,120","1,000"
Rented ,,,,,,,,,,
,Total,"9,62,230","2,285","4,52,660","3,34,305","95,465","32,395","11,375","18,840","14,905"
,1-2,"1,72,655",305,"1,11,105","42,600","9,645","2,810","1,200","2,235","2,755"
,3-5,"4,42,865",955,"2,00,570","1,56,980","47,105","15,055","4,995","7,230","9,975"
,6-8,"2,61,510",715,"1,12,130","1,01,935","27,765","9,420","3,030","5,265","1,250"
 ,      9+      ,"85,200",310,"28,855","32,790","10,950","5,110","2,150","4,110",925
Others ,,,,,,,,,,
,Total,"1,08,180",590,"49,010","30,085","10,135","3,760","1,240","12,855",505
,1-2,"24,620",70,"15,175","5,180","1,535",585,180,"1,715",180
,3-5,"45,770",230,"20,285","13,780","4,565","1,740",520,"4,485",165
,6-8,"28,065",180,"10,915","8,730","2,775",915,365,"4,080",105
,      9+      ,"9,725",110,"2,635","2,395","1,260",520,175,"2,575",55
WEST BENGAL,,,,,,,,,,
TOTAL,,,,,,,,,,
Total ,,,,,,,,,,
,Total,"1,25,04,700","7,460","71,47,205","33,23,215","10,23,570","5,88,205","1,53,350","2,52,245","9,450"
,1-2,"13,89,390","1,010","10,78,585","2,23,735","47,410","19,220","3,955","13,720","1,755"
,3-5,"59,06,825","3,730","37,33,295","15,01,910","3,78,160","1,78,080","37,555","68,900","5,195"
,6-8,"37,05,300","1,875","18,84,375","11,52,875","3,51,435","2,00,160","46,330","66,285","1,965"
 ,      9+      ,"15,03,185",845,"4,50,950","4,44,695","2,46,565","1,90,745","65,510","1,03,340",535
Owned ,,,,,,,,,,
,Total,"1,04,84,410","3,945","58,77,835","28,28,065","8,77,295","5,40,825","1,41,165","2,09,700","5,580"
,1-2,"9,87,245",570,"7,63,625","1,62,590","32,490","15,110","3,085","8,765","1,010"
,3-5,"48,93,030","2,020","31,07,630","12,37,960","3,02,790","1,57,170","32,295","49,955","3,210"
,6-8,"32,51,920",960,"16,26,260","10,25,750","3,13,220","1,86,840","43,130","54,690","1,070"
 ,      9+      ,"13,52,215",395,"3,80,320","4,01,765","2,28,795","1,81,705","62,655","96,290",290
Rented ,,,,,,,,,,
,Total,"17,22,305","2,360","10,90,195","4,34,125","1,23,275","39,745","10,370","19,445","2,790"
,1-2,"3,40,400",330,"2,68,470","52,250","12,460","3,365",730,"2,180",615
,3-5,"8,70,050","1,130","5,36,890","2,35,210","64,780","17,835","4,425","8,225","1,555"
,6-8,"3,82,075",630,"2,21,885","1,09,160","31,180","10,925","2,770","5,045",480
 ,      9+      ,"1,29,780",270,"62,950","37,505","14,855","7,620","2,445","3,995",140
Others ,,,,,,,,,,
,Total,"2,97,985","1,155","1,79,175","61,025","23,000","7,635","1,815","23,100","1,080"
,1-2,"61,745",110,"46,490","8,895","2,460",745,140,"2,775",130
,3-5,"1,43,745",580,"88,775","28,740","10,590","3,075",835,"10,720",430
,6-8,"71,305",285,"36,230","17,965","7,035","2,395",430,"6,550",415
 ANDHRA PRADESH                                              ,      9+      ,"21,190",180,"7,680","5,425","2,915","1,420",410,"3,055",105
RURAL,,,,,,,,,,
Total ,,,,,,,,,,
,Total,"88,95,470","2,260","52,86,050","23,35,850","6,32,855","3,98,135","88,410","1,45,695","6,215"
,1-2,"8,84,340",235,"7,06,155","1,35,020","22,545","10,645","1,730","6,975","1,035"
,3-5,"41,49,485","1,145","27,88,300","9,95,790","1,98,675","1,07,900","17,675","36,610","3,390"
,6-8,"27,75,740",605,"14,57,570","8,70,280","2,36,500","1,42,195","27,960","39,165","1,465"
 ,      9+      ,"10,85,905",275,"3,34,025","3,34,760","1,75,135","1,37,395","41,045","62,945",325
Owned ,,,,,,,,,,
,Total,"84,66,920","1,480","50,63,130","22,11,455","5,91,020","3,84,815","84,605","1,25,815","4,600"
,1-2,"8,00,350",140,"6,46,585","1,19,005","18,060","9,385","1,410","4,895",870
,3-5,"39,33,355",750,"26,71,930","9,33,600","1,78,425","1,02,225","16,115","27,615","2,695"
,6-8,"26,73,000",405,"14,17,660","8,33,385","2,23,390","1,37,660","26,730","32,925",845
 ,      9+      ,"10,60,215",185,"3,26,955","3,25,465","1,71,145","1,35,545","40,350","60,380",190
Rented ,,,,,,,,,,
,Total,"2,76,485",380,"1,36,360","92,550","27,335","9,205","2,855","7,015",785
,1-2,"54,425",55,"37,555","11,695","3,075",930,270,745,100
,3-5,"1,40,220",180,"70,690","47,010","13,650","3,995","1,145","3,200",350
,6-8,"65,510",110,"23,650","26,995","8,300","3,060",965,"2,145",285
 ,      9+      ,"16,330",35,"4,465","6,850","2,310","1,220",475,925,50
Others ,,,,,,,,,,
,Total,"1,52,065",400,"86,560","31,845","14,500","4,115",950,"12,865",830
,1-2,"29,565",40,"22,015","4,320","1,410",330,50,"1,335",65
,3-5,"75,910",215,"45,680","15,180","6,600","1,680",415,"5,795",345
,6-8,"37,230",90,"16,260","9,900","4,810","1,475",265,"4,095",335
 ANDHRA PRADESH                                              ,      9+      ,"9,360",55,"2,605","2,445","1,680",630,220,"1,640",85
URBAN,,,,,,,,,,
Total ,,,,,,,,,,
,Total,"36,09,230","5,200","18,61,155","9,87,365","3,90,715","1,90,070","64,940","1,06,550","3,235"
,1-2,"5,05,050",775,"3,72,430","88,715","24,865","8,575","2,225","6,745",720
,3-5,"17,57,340","2,585","9,44,995","5,06,120","1,79,485","70,180","19,880","32,290","1,805"
,6-8,"9,29,560","1,270","4,26,805","2,82,595","1,14,935","57,965","18,370","27,120",500
 ,      9+      ,"4,17,280",570,"1,16,925","1,09,935","71,430","53,350","24,465","40,395",210
Owned ,,,,,,,,,,
,Total,"20,17,490","2,465","8,14,705","6,16,610","2,86,275","1,56,010","56,560","83,885",980
,1-2,"1,86,895",430,"1,17,040","43,585","14,430","5,725","1,675","3,870",140
,3-5,"9,59,675","1,270","4,35,700","3,04,360","1,24,365","54,945","16,180","22,340",515
,6-8,"5,78,920",555,"2,08,600","1,92,365","89,830","49,180","16,400","21,765",225
 ,      9+      ,"2,92,000",210,"53,365","76,300","57,650","46,160","22,305","35,910",100
Rented ,,,,,,,,,,
,Total,"14,45,820","1,980","9,53,835","3,41,575","95,940","30,540","7,515","12,430","2,005"
,1-2,"2,85,975",275,"2,30,915","40,555","9,385","2,435",460,"1,435",515
,3-5,"7,29,830",950,"4,66,200","1,88,200","51,130","13,840","3,280","5,025","1,205"
,6-8,"3,16,565",520,"1,98,235","82,165","22,880","7,865","1,805","2,900",195
 ,      9+      ,"1,13,450",235,"58,485","30,655","12,545","6,400","1,970","3,070",90
Others ,,,,,,,,,,
,Total,"1,45,920",755,"92,615","29,180","8,500","3,520",865,"10,235",250
,1-2,"32,180",70,"24,475","4,575","1,050",415,90,"1,440",65
,3-5,"67,835",365,"43,095","13,560","3,990","1,395",420,"4,925",85
,6-8,"34,075",195,"19,970","8,065","2,225",920,165,"2,455",80
,      9+      ,"11,830",125,"5,075","2,980","1,235",790,190,"1,415",20
ANDAMAN & NICOBAR ISLANDS,,,,,,,,,,
TOTAL,,,,,,,,,,
Total ,,,,,,,,,,
,Total,"57,047",16,"19,696","23,764","8,626","2,617",753,"1,086",489
,1-2,"10,564",7,"4,489","4,371","1,080",250,56,90,221
,3-5,"27,766",6,"9,525","12,190","4,163","1,083",261,362,176
,6-8,"14,378",3,"4,392","5,917","2,561",855,263,322,65
 ,      9+      ,"4,339",0,"1,290","1,286",822,429,173,312,27
Owned ,,,,,,,,,,
,Total,"29,618",2,"10,879","10,861","4,500","1,744",567,756,309
,1-2,"3,606",0,"1,730","1,319",284,84,21,23,145
,3-5,"13,032",1,"5,043","5,076","1,836",616,172,200,88
,6-8,"9,389",1,"3,022","3,472","1,693",669,219,259,54
 ,      9+      ,"3,591",0,"1,084",994,687,375,155,274,22
Rented ,,,,,,,,,,
,Total,"22,525",12,"7,365","10,573","3,391",653,152,215,164
,1-2,"5,788",7,"2,311","2,541",666,121,27,46,69
,3-5,"12,214",4,"3,806","5,874","1,906",365,74,102,83
,6-8,"3,926",1,"1,080","1,920",710,126,37,42,10
 ,      9+      ,597,0,168,238,109,41,14,25,2
Others ,,,,,,,,,,
,Total,"4,904",2,"1,452","2,330",735,220,34,115,16
,1-2,"1,170",0,448,511,130,45,8,21,7
,3-5,"2,520",1,676,"1,240",421,102,15,60,5
,6-8,"1,063",1,290,525,158,60,7,21,1
 ANDHRA PRADESH                                              ,      9+      ,151,0,38,54,26,13,4,13,3
RURAL,,,,,,,,,,
Total ,,,,,,,,,,
,Total,"41,756",14,"14,062","17,641","6,554","1,835",579,718,353
,1-2,"8,063",7,"3,315","3,407",870,178,45,60,181
,3-5,"19,421",5,"6,530","8,733","2,956",698,189,213,97
,6-8,"10,821",2,"3,143","4,476","2,067",634,213,234,52
 ,      9+      ,"3,451",0,"1,074","1,025",661,325,132,211,23
Owned ,,,,,,,,,,
,Total,"24,413",2,"9,125","9,027","3,661","1,325",455,532,286
,1-2,"3,060",0,"1,477","1,124",228,60,18,15,138
,3-5,"10,551",1,"4,162","4,168","1,442",437,133,129,79
,6-8,"7,740",1,"2,491","2,874","1,417",529,182,196,50
 ,      9+      ,"3,062",0,995,861,574,299,122,192,19
Rented ,,,,,,,,,,
,Total,"14,009",12,"4,035","6,946","2,367",379,102,117,51
,1-2,"4,086",7,"1,515","1,857",537,86,21,27,36
,3-5,"7,256",4,"1,978","3,724","1,232",206,46,53,13
,6-8,"2,372",1,484,"1,237",527,70,27,25,1
 ,      9+      ,295,0,58,128,71,17,8,12,1
Others ,,,,,,,,,,
,Total,"3,334",0,902,"1,668",526,131,22,69,16
,1-2,917,0,323,426,105,32,6,18,7
,3-5,"1,614",0,390,841,282,55,10,31,5
,6-8,709,0,168,365,123,35,4,13,1
