" H-3 HOUSEHOLDS BY TENURE STATUS, SIZE AND NUMBER OF ROOMS OCCUPIED",,,,,,,,,,
 ANDHRA PRADESH                                              ,      9+      ,94,0,21,36,16,9,2,7,3
URBAN,,,,,,,,,,
Total ,,,,,,,,,,
,Total,"15,291",2,"5,634","6,123","2,072",782,174,368,136
,1-2,"2,501",0,"1,174",964,210,72,11,30,40
,3-5,"8,345",1,"2,995","3,457","1,207",385,72,149,79
,6-8,"3,557",1,"1,249","1,441",494,221,50,88,13
 ,      9+      ,888,0,216,261,161,104,41,101,4
Owned ,,,,,,,,,,
,Total,"5,205",0,"1,754","1,834",839,419,112,224,23
,1-2,546,0,253,195,56,24,3,8,7
,3-5,"2,481",0,881,908,394,179,39,71,9
,6-8,"1,649",0,531,598,276,140,37,63,4
 ,      9+      ,529,0,89,133,113,76,33,82,3
Rented ,,,,,,,,,,
,Total,"8,516",0,"3,330","3,627","1,024",274,50,98,113
,1-2,"1,702",0,796,684,129,35,6,19,33
,3-5,"4,958",0,"1,828","2,150",674,159,28,49,70
,6-8,"1,554",0,596,683,183,56,10,17,9
 ,      9+      ,302,0,110,110,38,24,6,13,1
Others ,,,,,,,,,,
,Total,"1,570",2,550,662,209,89,12,46,0
,1-2,253,0,125,85,25,13,2,3,0
,3-5,906,1,286,399,139,47,5,29,0
,6-8,354,1,122,160,35,25,3,8,0
,      9+      ,57,0,17,18,10,4,2,6,0
 CHANDIGARH,,,,,,,,,,
TOTAL,,,,,,,,,,
Total ,,,,,,,,,,
,Total,"1,45,414",280,"62,212","41,082","22,286","11,031","3,808","3,857",858
,1-2,"28,571",169,"19,476","5,017","1,858","1,066",345,362,278
,3-5,"81,264",89,"32,256","24,428","14,102","6,478","1,950","1,469",492
,6-8,"29,652",17,"9,495","10,010","5,204","2,665","1,037","1,159",65
 ,      9+      ,"5,927",5,985,"1,627","1,122",822,476,867,23
Owned ,,,,,,,,,,
,Total,"62,904",52,"26,194","15,992","8,460","6,594","2,516","2,972",124
,1-2,"10,063",12,"6,493","1,642",711,702,238,229,36
,3-5,"32,450",30,"13,752","8,452","4,735","3,350","1,069","1,001",61
,6-8,"16,287",8,"5,296","5,005","2,322","1,879",797,956,24
 ,      9+      ,"4,104",2,653,893,692,663,412,786,3
Rented ,,,,,,,,,,
,Total,"75,686",204,"30,586","24,412","13,588","4,322","1,257",617,700
,1-2,"16,173",136,"10,964","3,240","1,099",339,98,74,223
,3-5,"45,522",57,"15,936","15,608","9,240","3,058",868,335,420
,6-8,"12,315",8,"3,431","4,859","2,834",769,229,147,38
 ,      9+      ,"1,676",3,255,705,415,156,62,61,19
Others ,,,,,,,,,,
,Total,"6,824",24,"5,432",678,238,115,35,268,34
,1-2,"2,335",21,"2,019",135,48,25,9,59,19
,3-5,"3,292",2,"2,568",368,127,70,13,133,11
,6-8,"1,050",1,768,146,48,17,11,56,3
 ANDHRA PRADESH                                              ,      9+      ,147,0,77,29,15,3,2,20,1
RURAL,,,,,,,,,,
Total ,,,,,,,,,,
,Total,"16,859",7,"13,716","1,570",742,405,153,197,69
,1-2,"5,476",6,"5,235",153,36,14,1,13,18
,3-5,"7,993",1,"6,839",691,253,91,36,44,38
,6-8,"2,702",0,"1,527",570,313,173,55,53,11
 ,      9+      ,688,0,115,156,140,127,61,87,2
Owned ,,,,,,,,,,
,Total,"6,834",2,"4,138","1,251",692,379,144,165,63
,1-2,"1,553",2,"1,375",106,30,12,1,9,18
,3-5,"3,044",0,"2,105",515,241,85,33,33,32
,6-8,"1,632",0,598,481,285,160,51,46,11
 ,      9+      ,605,0,60,149,136,122,59,77,2
Rented ,,,,,,,,,,
,Total,"9,873",3,"9,460",296,47,26,9,26,6
,1-2,"3,861",3,"3,806",41,5,2,0,4,0
,3-5,"4,885",0,"4,686",166,12,6,3,6,6
,6-8,"1,047",0,915,83,26,13,4,6,0
 ,      9+      ,80,0,53,6,4,5,2,10,0
Others ,,,,,,,,,,
,Total,152,2,118,23,3,0,0,6,0
,1-2,62,1,54,6,1,0,0,0,0
,3-5,64,1,48,10,0,0,0,5,0
,6-8,23,0,14,6,2,0,0,1,0
 ANDHRA PRADESH                                              ,      9+      ,3,0,2,1,0,0,0,0,0
URBAN,,,,,,,,,,
Total ,,,,,,,,,,
,Total,"1,28,555",273,"48,496","39,512","21,544","10,626","3,655","3,660",789
,1-2,"23,095",163,"14,241","4,864","1,822","1,052",344,349,260
,3-5,"73,271",88,"25,417","23,737","13,849","6,387","1,914","1,425",454
,6-8,"26,950",17,"7,968","9,440","4,891","2,492",982,"1,106",54
 ,      9+      ,"5,239",5,870,"1,471",982,695,415,780,21
Owned ,,,,,,,,,,
,Total,"56,070",50,"22,056","14,741","7,768","6,215","2,372","2,807",61
,1-2,"8,510",10,"5,118","1,536",681,690,237,220,18
,3-5,"29,406",30,"11,647","7,937","4,494","3,265","1,036",968,29
,6-8,"14,655",8,"4,698","4,524","2,037","1,719",746,910,13
 ,      9+      ,"3,499",2,593,744,556,541,353,709,1
Rented ,,,,,,,,,,
,Total,"65,813",201,"21,126","24,116","13,541","4,296","1,248",591,694
,1-2,"12,312",133,"7,158","3,199","1,094",337,98,70,223
,3-5,"40,637",57,"11,250","15,442","9,228","3,052",865,329,414
,6-8,"11,268",8,"2,516","4,776","2,808",756,225,141,38
 ,      9+      ,"1,596",3,202,699,411,151,60,51,19
Others ,,,,,,,,,,
,Total,"6,672",22,"5,314",655,235,115,35,262,34
,1-2,"2,273",20,"1,965",129,47,25,9,59,19
,3-5,"3,228",1,"2,520",358,127,70,13,128,11
,6-8,"1,027",1,754,140,46,17,11,55,3
,      9+      ,144,0,75,28,15,3,2,20,1
 DADRA & NAGAR HAVELI,,,,,,,,,,
TOTAL,,,,,,,,,,
Total ,,,,,,,,,,
,Total,"25,905",2,"11,904","9,274","3,525",795,172,148,85
,1-2,"3,038",1,"1,800",768,367,68,11,7,16
,3-5,"12,621",0,"6,115","4,386","1,575",366,70,56,53
,6-8,"8,056",0,"3,337","3,230","1,140",234,58,43,14
 ,      9+      ,"2,190",1,652,890,443,127,33,42,2
Owned ,,,,,,,,,,
,Total,"21,975",2,"10,099","8,388","2,519",600,157,126,84
,1-2,"1,914",1,"1,176",534,146,26,9,6,16
,3-5,"10,396",0,"5,146","3,892",959,243,61,43,52
,6-8,"7,550",0,"3,157","3,098",980,209,54,38,14
 ,      9+      ,"2,115",1,620,864,434,122,33,39,2
Rented ,,,,,,,,,,
,Total,"3,631",0,"1,577",837,991,192,13,20,1
,1-2,"1,024",0,542,224,215,41,1,1,0
,3-5,"2,078",0,854,469,611,122,8,13,1
,6-8,460,0,151,119,157,25,4,4,0
 ,      9+      ,69,0,30,25,8,4,0,2,0
Others ,,,,,,,,,,
,Total,299,0,228,49,15,3,2,2,0
,1-2,100,0,82,10,6,1,1,0,0
,3-5,147,0,115,25,5,1,1,0,0
,6-8,46,0,29,13,3,0,0,1,0
 ANDHRA PRADESH                                              ,      9+      ,6,0,2,1,1,1,0,1,0
RURAL,,,,,,,,,,
Total ,,,,,,,,,,
,Total,"23,613",2,"11,307","8,615","2,862",526,123,94,84
,1-2,"2,624",1,"1,654",666,244,30,8,5,16
,3-5,"11,389",0,"5,820","4,050","1,183",207,48,29,52
,6-8,"7,567",0,"3,214","3,071","1,018",180,41,29,14
 ,      9+      ,"2,033",1,619,828,417,109,26,31,2
Owned ,,,,,,,,,,
,Total,"20,809",2,"9,868","7,997","2,180",476,119,83,84
,1-2,"1,762",1,"1,143",493,78,19,7,5,16
,3-5,"9,854",0,"5,050","3,720",791,173,45,23,52
,6-8,"7,219",0,"3,083","2,975",901,178,41,27,14
 ,      9+      ,"1,974",1,592,809,410,106,26,28,2
Rented ,,,,,,,,,,
,Total,"2,519",0,"1,212",574,671,49,3,10,0
,1-2,767,0,429,164,163,11,0,0,0
,3-5,"1,396",0,656,309,388,34,3,6,0
,6-8,303,0,102,83,114,2,0,2,0
 ,      9+      ,53,0,25,18,6,2,0,2,0
Others ,,,,,,,,,,
,Total,285,0,227,44,11,1,1,1,0
,1-2,95,0,82,9,3,0,1,0,0
,3-5,139,0,114,21,4,0,0,0,0
,6-8,45,0,29,13,3,0,0,0,0
 ANDHRA PRADESH                                              ,      9+      ,6,0,2,1,1,1,0,1,0
URBAN,,,,,,,,,,
Total ,,,,,,,,,,
,Total,"2,292",0,597,659,663,269,49,54,1
,1-2,414,0,146,102,123,38,3,2,0
,3-5,"1,232",0,295,336,392,159,22,27,1
,6-8,489,0,123,159,122,54,17,14,0
 ,      9+      ,157,0,33,62,26,18,7,11,0
Owned ,,,,,,,,,,
,Total,"1,166",0,231,391,339,124,38,43,0
,1-2,152,0,33,41,68,7,2,1,0
,3-5,542,0,96,172,168,70,16,20,0
,6-8,331,0,74,123,79,31,13,11,0
 ,      9+      ,141,0,28,55,24,16,7,11,0
Rented ,,,,,,,,,,
,Total,"1,112",0,365,263,320,143,10,10,1
,1-2,257,0,113,60,52,30,1,1,0
,3-5,682,0,198,160,223,88,5,7,1
,6-8,157,0,49,36,43,23,4,2,0
 ,      9+      ,16,0,5,7,2,2,0,0,0
Others ,,,,,,,,,,
,Total,14,0,1,5,4,2,1,1,0
,1-2,5,0,0,1,3,1,0,0,0
,3-5,8,0,1,4,1,1,1,0,0
,6-8,1,0,0,0,0,0,0,1,0
,      9+      ,0,0,0,0,0,0,0,0,0
 DAMAN AND DIU,,,,,,,,,,
TOTAL,,,,,,,,,,
Total ,,,,,,,,,,
,Total,"18,586",1,"6,370","6,194","2,496","1,677",677,"1,147",24
,1-2,"2,873",0,"1,157",907,341,221,83,156,8
,3-5,"7,721",0,"2,900","2,510","1,061",606,246,387,11
,6-8,"6,019",1,"1,853","2,101",814,608,254,385,3
 ,      9+      ,"1,973",0,460,676,280,242,94,219,2
Owned ,,,,,,,,,,
,Total,"15,221",1,"4,984","5,049","2,068","1,453",602,"1,047",17
,1-2,"2,112",0,778,683,267,171,66,142,5
,3-5,"6,020",0,"2,225","1,917",822,501,208,339,8
,6-8,"5,286",1,"1,583","1,827",722,559,237,354,3
 ,      9+      ,"1,803",0,398,622,257,222,91,212,1
Rented ,,,,,,,,,,
,Total,"2,894",0,"1,235","1,013",359,174,44,63,6
,1-2,634,0,335,188,56,33,11,8,3
,3-5,"1,500",0,608,538,210,89,19,33,3
,6-8,634,0,239,246,80,39,12,18,0
 ,      9+      ,126,0,53,41,13,13,2,4,0
Others ,,,,,,,,,,
,Total,471,0,151,132,69,50,31,37,1
,1-2,127,0,44,36,18,17,6,6,0
,3-5,201,0,67,55,29,16,19,15,0
,6-8,99,0,31,28,12,10,5,13,0
 ANDHRA PRADESH                                              ,      9+      ,44,0,9,13,10,7,1,3,1
RURAL,,,,,,,,,,
Total ,,,,,,,,,,
,Total,"9,538",1,"4,488","3,242",938,481,150,226,12
,1-2,"1,261",0,728,380,98,27,8,15,5
,3-5,"3,794",0,"2,011","1,208",352,138,37,43,5
,6-8,"3,273",1,"1,382","1,197",335,207,68,83,0
 ,      9+      ,"1,210",0,367,457,153,109,37,85,2
Owned ,,,,,,,,,,
,Total,"8,453",1,"3,829","2,958",870,432,142,210,11
,1-2,980,0,550,308,84,15,7,11,5
,3-5,"3,299",0,"1,706","1,088",311,117,34,38,5
,6-8,"3,039",1,"1,246","1,124",327,199,65,77,0
 ,      9+      ,"1,135",0,327,438,148,101,36,84,1
Rented ,,,,,,,,,,
,Total,968,0,595,256,56,42,8,11,0
,1-2,246,0,161,62,9,10,1,3,0
,3-5,449,0,275,112,36,20,3,3,0
,6-8,213,0,124,67,8,6,3,5,0
 ,      9+      ,60,0,35,15,3,6,1,0,0
Others ,,,,,,,,,,
,Total,117,0,64,28,12,7,0,5,1
,1-2,35,0,17,10,5,2,0,1,0
,3-5,46,0,30,8,5,1,0,2,0
,6-8,21,0,12,6,0,2,0,1,0
 ANDHRA PRADESH                                              ,      9+      ,15,0,5,4,2,2,0,1,1
URBAN,,,,,,,,,,
Total ,,,,,,,,,,
,Total,"9,048",0,"1,882","2,952","1,558","1,196",527,921,12
,1-2,"1,612",0,429,527,243,194,75,141,3
,3-5,"3,927",0,889,"1,302",709,468,209,344,6
,6-8,"2,746",0,471,904,479,401,186,302,3
 ,      9+      ,763,0,93,219,127,133,57,134,0
Owned ,,,,,,,,,,
,Total,"6,768",0,"1,155","2,091","1,198","1,021",460,837,6
,1-2,"1,132",0,228,375,183,156,59,131,0
,3-5,"2,721",0,519,829,511,384,174,301,3
,6-8,"2,247",0,337,703,395,360,172,277,3
 ,      9+      ,668,0,71,184,109,121,55,128,0
Rented ,,,,,,,,,,
,Total,"1,926",0,640,757,303,132,36,52,6
,1-2,388,0,174,126,47,23,10,5,3
,3-5,"1,051",0,333,426,174,69,16,30,3
,6-8,421,0,115,179,72,33,9,13,0
 ,      9+      ,66,0,18,26,10,7,1,4,0
Others ,,,,,,,,,,
,Total,354,0,87,104,57,43,31,32,0
,1-2,92,0,27,26,13,15,6,5,0
,3-5,155,0,37,47,24,15,19,13,0
,6-8,78,0,19,22,12,8,5,12,0
,      9+      ,29,0,4,9,8,5,1,2,0
 DELHI,,,,,,,,,,
TOTAL,,,,,,,,,,
Total ,,,,,,,,,,
,Total,"18,60,748",123,"8,27,338","5,00,767","2,87,666","1,37,953","47,998","56,068","2,835"
,1-2,"2,50,092",30,"1,74,188","45,262","19,350","6,978","1,997","2,016",271
,3-5,"9,30,712",43,"4,35,695","2,55,812","1,47,515","58,738","16,488","14,069","2,352"
,6-8,"5,14,821",27,"1,87,147","1,57,917","88,592","46,598","16,740","17,650",150
 ,      9+      ,"1,65,123",23,"30,308","41,776","32,209","25,639","12,773","22,333",62
Owned ,,,,,,,,,,
,Total,"12,67,134",62,"4,86,775","3,46,077","2,23,328","1,16,936","42,477","51,156",323
,1-2,"1,39,337",18,"89,513","28,238","13,500","5,154","1,470","1,373",71
,3-5,"6,03,669",19,"2,56,648","1,68,021","1,07,425","46,155","13,368","11,881",152
,6-8,"3,89,062",14,"1,22,408","1,18,225","74,285","41,941","15,605","16,514",70
 ,      9+      ,"1,35,066",11,"18,206","31,593","28,118","23,686","12,034","21,388",30
Rented ,,,,,,,,,,
,Total,"5,32,342",41,"2,94,103","1,46,047","61,172","19,769","5,121","3,763","2,326"
,1-2,"94,965",9,"71,329","15,641","5,378","1,606",459,416,127
,3-5,"2,95,295",19,"1,55,053","83,178","38,318","11,953","2,931","1,702","2,141"
,6-8,"1,14,143",7,"56,568","37,627","13,614","4,383","1,050",854,40
 ,      9+      ,"27,939",6,"11,153","9,601","3,862","1,827",681,791,18
Others ,,,,,,,,,,
,Total,"61,272",20,"46,460","8,643","3,166","1,248",400,"1,149",186
,1-2,"15,790",3,"13,346","1,383",472,218,68,227,73
,3-5,"31,748",5,"23,994","4,613","1,772",630,189,486,59
,6-8,"11,616",6,"8,171","2,065",693,274,85,282,40
 ANDHRA PRADESH                                              ,      9+      ,"2,118",6,949,582,229,126,58,154,14
RURAL,,,,,,,,,,
Total ,,,,,,,,,,
,Total,"1,63,920",17,"69,169","42,417","23,790","14,083","6,525","7,899",20
,1-2,"19,770",3,"14,719","3,237","1,049",410,150,195,7
,3-5,"72,370",5,"36,322","18,944","9,162","4,414","1,828","1,690",5
,6-8,"52,717",3,"15,852","16,019","9,613","5,788","2,655","2,783",4
 ,      9+      ,"19,063",6,"2,276","4,217","3,966","3,471","1,892","3,231",4
Owned ,,,,,,,,,,
,Total,"1,36,424",9,"47,498","38,445","22,672","13,752","6,392","7,643",13
,1-2,"12,498",1,"8,245","2,652",914,379,140,165,2
,3-5,"58,093",2,"24,842","16,960","8,629","4,282","1,777","1,597",4
,6-8,"47,761",1,"12,525","14,885","9,307","5,687","2,625","2,727",4
 ,      9+      ,"18,072",5,"1,886","3,948","3,822","3,404","1,850","3,154",3
Rented ,,,,,,,,,,
,Total,"24,333",5,"19,654","3,249",925,263,100,131,6
,1-2,"6,322",2,"5,753",413,101,26,9,13,5
,3-5,"12,832",1,"10,548","1,642",456,103,39,42,1
,6-8,"4,348",2,"3,009",968,246,81,22,20,0
 ,      9+      ,831,0,344,226,122,53,30,56,0
Others ,,,,,,,,,,
,Total,"3,163",3,"2,017",723,193,68,33,125,1
,1-2,950,0,721,172,34,5,1,17,0
,3-5,"1,445",2,932,342,77,29,12,51,0
,6-8,608,0,318,166,60,20,8,36,0
 ANDHRA PRADESH                                              ,      9+      ,160,1,46,43,22,14,12,21,1
URBAN,,,,,,,,,,
Total ,,,,,,,,,,
,Total,"16,96,828",106,"7,58,169","4,58,350","2,63,876","1,23,870","41,473","48,169","2,815"
,1-2,"2,30,322",27,"1,59,469","42,025","18,301","6,568","1,847","1,821",264
,3-5,"8,58,342",38,"3,99,373","2,36,868","1,38,353","54,324","14,660","12,379","2,347"
,6-8,"4,62,104",24,"1,71,295","1,41,898","78,979","40,810","14,085","14,867",146
 ,      9+      ,"1,46,060",17,"28,032","37,559","28,243","22,168","10,881","19,102",58
Owned ,,,,,,,,,,
,Total,"11,30,710",53,"4,39,277","3,07,632","2,00,656","1,03,184","36,085","43,513",310
,1-2,"1,26,839",17,"81,268","25,586","12,586","4,775","1,330","1,208",69
,3-5,"5,45,576",17,"2,31,806","1,51,061","98,796","41,873","11,591","10,284",148
,6-8,"3,41,301",13,"1,09,883","1,03,340","64,978","36,254","12,980","13,787",66
 ,      9+      ,"1,16,994",6,"16,320","27,645","24,296","20,282","10,184","18,234",27
Rented ,,,,,,,,,,
,Total,"5,08,009",36,"2,74,449","1,42,798","60,247","19,506","5,021","3,632","2,320"
,1-2,"88,643",7,"65,576","15,228","5,277","1,580",450,403,122
,3-5,"2,82,463",18,"1,44,505","81,536","37,862","11,850","2,892","1,660","2,140"
,6-8,"1,09,795",5,"53,559","36,659","13,368","4,302","1,028",834,40
 ,      9+      ,"27,108",6,"10,809","9,375","3,740","1,774",651,735,18
Others ,,,,,,,,,,
,Total,"58,109",17,"44,443","7,920","2,973","1,180",367,"1,024",185
,1-2,"14,840",3,"12,625","1,211",438,213,67,210,73
,3-5,"30,303",3,"23,062","4,271","1,695",601,177,435,59
,6-8,"11,008",6,"7,853","1,899",633,254,77,246,40
,      9+      ,"1,958",5,903,539,207,112,46,133,13
 LAKSHADWEEP,,,,,,,,,,
TOTAL,,,,,,,,,,
Total ,,,,,,,,,,
,Total,"8,165",0,686,"1,944","2,177","1,582",790,636,350
,1-2,"1,094",0,229,436,248,126,35,18,2
,3-5,"2,791",0,314,788,722,383,155,84,345
,6-8,"2,195",0,104,474,684,534,226,172,1
 ,      9+      ,"2,085",0,39,246,523,539,374,362,2
Owned ,,,,,,,,,,
,Total,"6,412",0,405,"1,360","1,871","1,416",735,605,20
,1-2,554,0,109,213,125,70,21,14,2
,3-5,"1,751",0,175,474,581,299,129,77,16
,6-8,"2,050",0,83,429,648,512,214,163,1
 ,      9+      ,"2,057",0,38,244,517,535,371,351,1
Rented ,,,,,,,,,,
,Total,"1,694",0,273,571,295,163,45,17,330
,1-2,531,0,117,218,123,56,14,3,0
,3-5,"1,019",0,137,309,135,83,20,6,329
,6-8,130,0,18,43,34,21,10,4,0
 ,      9+      ,14,0,1,1,3,3,1,4,1
Others ,,,,,,,,,,
,Total,59,0,8,13,11,3,10,14,0
,1-2,9,0,3,5,0,0,0,1,0
,3-5,21,0,2,5,6,1,6,1,0
,6-8,15,0,3,2,2,1,2,5,0
 ANDHRA PRADESH                                              ,      9+      ,14,0,0,1,3,1,2,7,0
RURAL,,,,,,,,,,
Total ,,,,,,,,,,
,Total,"3,655",0,291,910,"1,089",780,306,259,20
,1-2,543,0,88,219,127,78,20,9,2
,3-5,"1,180",0,136,356,363,199,68,42,16
,6-8,"1,078",0,48,229,373,261,89,77,1
 ,      9+      ,854,0,19,106,226,242,129,131,1
Owned ,,,,,,,,,,
,Total,"3,202",0,236,732,964,714,286,250,20
,1-2,332,0,62,127,72,50,12,7,2
,3-5,989,0,113,280,311,169,62,38,16
,6-8,"1,036",0,42,220,358,254,84,77,1
 ,      9+      ,845,0,19,105,223,241,128,128,1
Rented ,,,,,,,,,,
,Total,437,0,49,174,122,64,19,9,0
,1-2,207,0,24,90,55,28,8,2,0
,3-5,186,0,21,76,51,29,5,4,0
,6-8,37,0,4,8,14,6,5,0,0
 ,      9+      ,7,0,0,0,2,1,1,3,0
Others ,,,,,,,,,,
,Total,16,0,6,4,3,2,1,0,0
,1-2,4,0,2,2,0,0,0,0,0
,3-5,5,0,2,0,1,1,1,0,0
,6-8,5,0,2,1,1,1,0,0,0
 ANDHRA PRADESH                                              ,      9+      ,2,0,0,1,1,0,0,0,0
URBAN,,,,,,,,,,
Total ,,,,,,,,,,
,Total,"4,510",0,395,"1,034","1,088",802,484,377,330
,1-2,551,0,141,217,121,48,15,9,0
,3-5,"1,611",0,178,432,359,184,87,42,329
,6-8,"1,117",0,56,245,311,273,137,95,0
 ,      9+      ,"1,231",0,20,140,297,297,245,231,1
Owned ,,,,,,,,,,
,Total,"3,210",0,169,628,907,702,449,355,0
,1-2,222,0,47,86,53,20,9,7,0
,3-5,762,0,62,194,270,130,67,39,0
,6-8,"1,014",0,41,209,290,258,130,86,0
 ,      9+      ,"1,212",0,19,139,294,294,243,223,0
Rented ,,,,,,,,,,
,Total,"1,257",0,224,397,173,99,26,8,330
,1-2,324,0,93,128,68,28,6,1,0
,3-5,833,0,116,233,84,54,15,2,329
,6-8,93,0,14,35,20,15,5,4,0
 ,      9+      ,7,0,1,1,1,2,0,1,1
Others ,,,,,,,,,,
,Total,43,0,2,9,8,1,9,14,0
,1-2,5,0,1,3,0,0,0,1,0
,3-5,16,0,0,5,5,0,5,1,0
,6-8,10,0,1,1,1,0,2,5,0
,      9+      ,12,0,0,0,2,1,2,7,0
 PONDICHERRY,,,,,,,,,,
TOTAL,,,,,,,,,,
Total ,,,,,,,,,,
,Total,"1,54,279",196,"86,223","36,367","11,590","4,911","1,628","2,105","11,259"
,1-2,"18,755",43,"12,305","3,200",762,283,81,105,"1,976"
,3-5,"82,771",106,"49,275","18,719","5,219","1,891",588,645,"6,328"
,6-8,"42,336",44,"21,108","11,652","4,031","1,694",566,670,"2,571"
 ,      9+      ,"10,417",3,"3,535","2,796","1,578","1,043",393,685,384
Owned ,,,,,,,,,,
,Total,"1,08,995",63,"57,337","27,371","8,722","4,017","1,393","1,879","8,213"
,1-2,"12,097",6,"7,672","2,236",486,185,61,78,"1,373"
,3-5,"55,965",37,"31,826","13,410","3,646","1,441",464,546,"4,595"
,6-8,"32,324",20,"15,188","9,371","3,225","1,446",500,603,"1,971"
 ,      9+      ,"8,609",0,"2,651","2,354","1,365",945,368,652,274
Rented ,,,,,,,,,,
,Total,"36,668",78,"22,899","7,740","2,480",798,216,159,"2,298"
,1-2,"5,313",35,"3,643",821,225,77,19,15,478
,3-5,"21,730",35,"13,832","4,599","1,380",401,119,71,"1,293"
,6-8,"8,099",7,"4,704","1,924",690,232,56,49,437
 ,      9+      ,"1,526",1,720,396,185,88,22,24,90
Others ,,,,,,,,,,
,Total,"8,616",55,"5,987","1,256",388,96,19,67,748
,1-2,"1,345",2,990,143,51,21,1,12,125
,3-5,"5,076",34,"3,617",710,193,49,5,28,440
,6-8,"1,913",17,"1,216",357,116,16,10,18,163
 ANDHRA PRADESH                                              ,      9+      ,282,2,164,46,28,10,3,9,20
RURAL,,,,,,,,,,
Total ,,,,,,,,,,
,Total,"61,228",1,"33,088","15,624","3,710","1,145",340,343,"6,977"
,1-2,"8,455",0,"5,344","1,540",221,70,14,23,"1,243"
,3-5,"33,688",0,"19,257","8,098","1,679",431,123,134,"3,966"
,6-8,"16,001",1,"7,441","4,977","1,351",417,131,112,"1,571"
 ,      9+      ,"3,084",0,"1,046","1,009",459,227,72,74,197
Owned ,,,,,,,,,,
,Total,"53,765",1,"28,228","14,256","3,337","1,077",329,314,"6,223"
,1-2,"7,117",0,"4,431","1,335",177,55,14,21,"1,084"
,3-5,"29,187",0,"16,254","7,307","1,470",395,118,120,"3,523"
,6-8,"14,579",1,"6,608","4,646","1,251",406,128,103,"1,436"
 ,      9+      ,"2,882",0,935,968,439,221,69,70,180
Rented ,,,,,,,,,,
,Total,"5,092",0,"3,272","1,097",169,31,9,10,504
,1-2,919,0,612,173,22,7,0,0,105
,3-5,"3,077",0,"2,022",637,99,14,4,4,297
,6-8,966,0,567,258,37,7,2,4,91
 ,      9+      ,130,0,71,29,11,3,3,2,11
Others ,,,,,,,,,,
,Total,"2,371",0,"1,588",271,204,37,2,19,250
,1-2,419,0,301,32,22,8,0,2,54
,3-5,"1,424",0,981,154,110,22,1,10,146
,6-8,456,0,266,73,63,4,1,5,44
 ANDHRA PRADESH                                              ,      9+      ,72,0,40,12,9,3,0,2,6
URBAN,,,,,,,,,,
Total ,,,,,,,,,,
,Total,"93,051",195,"53,135","20,743","7,880","3,766","1,288","1,762","4,282"
,1-2,"10,300",43,"6,961","1,660",541,213,67,82,733
,3-5,"49,083",106,"30,018","10,621","3,540","1,460",465,511,"2,362"
,6-8,"26,335",43,"13,667","6,675","2,680","1,277",435,558,"1,000"
 ,      9+      ,"7,333",3,"2,489","1,787","1,119",816,321,611,187
Owned ,,,,,,,,,,
,Total,"55,230",62,"29,109","13,115","5,385","2,940","1,064","1,565","1,990"
,1-2,"4,980",6,"3,241",901,309,130,47,57,289
,3-5,"26,778",37,"15,572","6,103","2,176","1,046",346,426,"1,072"
,6-8,"17,745",19,"8,580","4,725","1,974","1,040",372,500,535
 ,      9+      ,"5,727",0,"1,716","1,386",926,724,299,582,94
Rented ,,,,,,,,,,
,Total,"31,576",78,"19,627","6,643","2,311",767,207,149,"1,794"
,1-2,"4,394",35,"3,031",648,203,70,19,15,373
,3-5,"18,653",35,"11,810","3,962","1,281",387,115,67,996
,6-8,"7,133",7,"4,137","1,666",653,225,54,45,346
 ,      9+      ,"1,396",1,649,367,174,85,19,22,79
Others ,,,,,,,,,,
,Total,"6,245",55,"4,399",985,184,59,17,48,498
,1-2,926,2,689,111,29,13,1,10,71
,3-5,"3,652",34,"2,636",556,83,27,4,18,294
,6-8,"1,457",17,950,284,53,12,9,13,119
,      9+      ,210,2,124,34,19,7,3,7,14
